plot_id,doy,organ,mass_g,totC_g,totN_g,CN_ratio,N_prct
2014_11,177,plant,255.1,NA,NA,NA,NA
2014_23,177,plant,219.9,97.487,5.402,18.047,2.456
2014_38,177,plant,250.6,110.94,5.956,18.627,2.377
2014_48,177,plant,214.5,95.132,5.184,18.351,2.417
2014_18,177,plant,236.2,105.483,5.572,18.932,2.359
2014_28,177,plant,259.5,115.392,5.637,20.47,2.172
2014_37,177,plant,253.1,111.642,6.471,17.254,2.557
2014_46,177,plant,234.5,103.945,6.033,17.23,2.573
2014_13,192,plant,416.0428644,192.676,6.535,29.483,1.571
2014_24,192,plant,433.2979991,198.25,7.072,28.031,1.632
2014_34,192,plant,401.3473814,NA,NA,NA,NA
2014_44,192,plant,491.8219803,224.143,7.675,29.205,1.561
2014_11,192,plant,430.9536877,196.141,6.424,30.534,1.491
2014_23,192,plant,518.7655192,235.069,7.853,29.935,1.514
2014_38,192,plant,454.9734039,206.772,7.358,28.1,1.617
2014_48,192,plant,431.9353615,196.753,5.748,34.232,1.331
2014_18,192,plant,454.0969378,204.974,7.066,29.007,1.556
2014_28,192,plant,504.7116728,228.225,7.781,29.331,1.542
2014_37,192,plant,454.8098487,207.385,7.951,26.082,1.748
2014_46,192,plant,435.943797,198.679,6.764,29.372,1.552
2014_13,204,plant,747.5945128,340.272,9.394,36.224,1.257
2014_24,204,plant,709.6091617,328.575,8.647,37.999,1.219
2014_34,204,plant,637.489994,289.419,6.679,43.335,1.048
2014_44,204,plant,711.4985526,323.765,8.582,37.727,1.206163886
2014_11,204,plant,784.2489687,355.545,10.155,35.013,1.295
2014_23,204,plant,755.9352258,344.088,9.541,36.065,1.262
2014_38,204,plant,678.2430929,307.081,9.396,32.682,1.385
2014_48,204,plant,763.8912957,347.888,9.165,37.958,1.199802098
2014_18,204,plant,675.7418126,302.962,8.352,36.275,1.236
2014_28,204,plant,818.8223086,374.591,10.145,36.923,1.239
2014_37,204,plant,705.4595558,321.447,9.819,32.737,1.392
2014_46,204,plant,792.671735,355.389,8.515,41.738,1.074176109
2014_13,214,plant,985.9,448.96,12.46,36.03,1.264
2014_24,214,plant,833.4,382.29,8.72,43.84,1.046
2014_34,214,plant,799.6,362.36,7.22,50.21,0.903
2014_44,214,plant,816.4,373.59,8.54,43.75,1.046
2014_11,214,plant,866,397.65,9.11,43.66,1.052
2014_23,214,plant,1028.5,465.56,12.57,37.02,1.223
2014_38,214,plant,969.5,441.93,11.76,37.59,1.213
2014_48,214,plant,844.2,384.75,8.37,45.97,0.991
2014_18,214,plant,896.4,409.1,10.68,38.3,1.192
2014_28,214,plant,988.7,448.7,11.11,40.39,1.123
2014_37,214,plant,955.7,436.37,12.25,35.62,1.282
2014_46,214,plant,775.3,352.41,7.41,47.57,0.956
2014_13,229,plant,1058.7,491.9287568,10.66545623,46.12355498,1.007428604
2014_24,229,plant,881.7,409.5575736,7.570466149,54.09938643,0.858654948
2014_34,229,plant,984.2,455.2309356,8.586364764,53.01788919,0.872398264
2014_44,229,plant,949.2,439.4616034,8.101296181,54.24583839,0.853530374
2014_11,229,plant,959,442.6435909,7.186421554,61.59443718,0.749338563
2014_23,229,plant,1109.3,511.9032906,10.67674966,47.94561144,0.962446998
2014_38,229,plant,973.3,450.9303615,10.50100425,42.94164163,1.078866475
2014_48,229,plant,1168.8,543.217704,9.840365554,55.20300044,0.841889378
2014_18,229,plant,1036.5,477.6207801,8.62216852,55.39450766,0.831819875
2014_28,229,plant,955.3,440.0138631,8.713316418,50.49901117,0.912136781
2014_37,229,plant,993.9,458.9229914,10.43233493,43.99043882,1.049622363
2014_46,229,plant,1079.8,497.5888491,8.773386848,56.71570828,0.812523729
2019_13,251,plant,1135.6,531.155375,9.5923604,55.37275007,0.844732544
2019_24,251,plant,1257.9,584.917662,9.76163436,59.92005441,0.776001587
2019_34,251,plant,1251,583.165585,8.99036245,64.86563676,0.718682797
2019_44,251,plant,1294.5,601.92632,10.8603094,55.42441728,0.838957852
2019_11,251,plant,1237.3,573.965728,10.127456,56.67422579,0.818499337
2019_23,251,plant,1293.7,599.147609,11.2496445,53.25924824,0.869578067
2019_38,251,plant,1324.7,615.261506,12.3818805,49.69047359,0.93468612
2019_48,251,plant,1275.8,588.876848,8.88847162,66.25175544,0.696692424
2019_18,251,plant,1204.7,546.000117,9.89377841,55.18620838,0.821244462
2019_28,251,plant,1358.6,629.191168,13.6937819,45.94721696,1.007925887
2019_37,251,plant,1341.5,624.851372,12.3711818,50.50862416,0.922162723
2019_46,251,plant,1388.7,646.059652,10.13459752,63.74793382,0.729811294
2019_13,265,plant,1344.4,626.29453,10.4413291,59.98226126,0.776641905
2019_24,265,plant,1312.1,610.939284,9.64218466,63.36108523,0.734889004
2019_34,265,plant,1399.3,648.290126,9.88933329,65.55448249,0.706719165
2019_44,265,plant,1219.2,NA,NA,NA,NA
2019_11,265,plant,1335.1,618.151577,9.52411479,64.90383523,0.713347374
2019_23,265,plant,1536.4,716.9158,12.8098696,55.96589367,0.833775041
2019_38,265,plant,1404.1,652.12291,10.9692028,59.45034675,0.781226608
2019_48,265,plant,1221.2,559.230618,8.73959954,63.98812845,0.715668414
2019_18,265,plant,1370.3,639.801568,11.2936432,56.651477,0.824185072
2019_28,265,plant,1479.7,689.634972,13.9876617,49.30309202,0.945291116
2019_37,265,plant,1443.4,668.149696,13.4639332,49.62514936,0.932812321
2019_46,265,plant,1344.4,NA,NA,NA,NA
2014_13,140,leaf,NA,NA,NA,NA,NA
2014_24,140,leaf,NA,NA,NA,NA,NA
2014_34,140,leaf,NA,NA,NA,NA,NA
2014_44,140,leaf,NA,NA,NA,NA,NA
2014_11,140,leaf,NA,NA,NA,NA,NA
2014_23,140,leaf,NA,NA,NA,NA,NA
2014_38,140,leaf,NA,NA,NA,NA,NA
2014_48,140,leaf,NA,NA,NA,NA,NA
2014_18,140,leaf,NA,NA,NA,NA,NA
2014_28,140,leaf,NA,NA,NA,NA,NA
2014_37,140,leaf,NA,NA,NA,NA,NA
2014_46,140,leaf,NA,NA,NA,NA,NA
2014_13,150,leaf,NA,NA,NA,NA,NA
2014_24,150,leaf,NA,NA,NA,NA,NA
2014_34,150,leaf,NA,NA,NA,NA,NA
2014_44,150,leaf,NA,NA,NA,NA,NA
2014_11,150,leaf,NA,NA,NA,NA,NA
2014_23,150,leaf,NA,NA,NA,NA,NA
2014_38,150,leaf,NA,NA,NA,NA,NA
2014_48,150,leaf,NA,NA,NA,NA,NA
2014_18,150,leaf,NA,NA,NA,NA,NA
2014_28,150,leaf,NA,NA,NA,NA,NA
2014_37,150,leaf,NA,NA,NA,NA,NA
2014_46,150,leaf,NA,NA,NA,NA,NA
2014_13,169,leaf,53.1,24.893,1.847,13.475,3.48
2014_24,169,leaf,42.8,19.893,1.421,13.996,3.32
2014_34,169,leaf,44.2,20.261,1.352,14.99,3.06
2014_44,169,leaf,50.7,23.114,1.59,14.538,3.14
2014_11,169,leaf,44.8,20.545,1.393,14.746,3.11
2014_23,169,leaf,64.9,30.127,2.137,14.097,3.29
2014_38,169,leaf,53.9,25.123,1.824,13.774,3.38
2014_48,169,leaf,43.4,20.194,1.404,14.383,3.24
2014_18,169,leaf,48.3,22.073,1.547,14.272,3.2
2014_28,169,leaf,66,30.433,2.022,15.054,3.06
2014_37,169,leaf,50.1,23.166,1.716,13.497,3.43
2014_46,169,leaf,49.8,23.227,1.626,14.285,3.27
2014_13,177,leaf,109.4,50.51,3.108,16.251,2.84
2014_24,177,leaf,116.6,53.858,3.395,15.862,2.91
2014_34,177,leaf,112.4,51.951,2.734,19.005,2.43
2014_44,177,leaf,110.8,51.577,3.069,16.805,2.77
2014_11,177,leaf,136.8,NA,NA,NA,NA
2014_23,177,leaf,119.5,55.209,3.394,16.268,2.84
2014_38,177,leaf,135.5,61.815,3.719,16.619,2.75
2014_48,177,leaf,118.9,54.444,3.433,15.861,2.89
2014_18,177,leaf,128.5,59.226,3.475,17.045,2.7
2014_28,177,leaf,137.5,62.81,3.35,18.752,2.44
2014_37,177,leaf,137.5,62.824,3.748,16.761,2.73
2014_46,177,leaf,125.8,57.78,3.782,15.279,3.01
2014_13,192,leaf,141.7406061,65.201,5.026,12.972,3.55
2014_24,192,leaf,151.4938182,68.642,5.031,13.643,3.32
2014_34,192,leaf,143.3813333,64.894,4.256,15.249,2.97
2014_44,192,leaf,164.8019394,73.996,5.015,14.755,3.04
2014_11,192,leaf,147.0273939,66.398,4.514,14.71,3.07
2014_23,192,leaf,172.2763636,78.437,5.642,13.902,3.28
2014_38,192,leaf,150.3088485,68.661,5.247,13.085,3.49
2014_48,192,leaf,154.9575758,70.49,4.949,14.242,3.19
2014_18,192,leaf,155.2310303,70.708,4.901,14.428,3.16
2014_28,192,leaf,164.8930909,75.043,5.098,14.719,3.09
2014_37,192,leaf,156.3248485,71.206,5.174,13.761,3.31
2014_46,192,leaf,152.7699394,69.77,4.817,14.485,3.15
2014_13,204,leaf,173.9,78.092,4.44,17.587,2.55
2014_24,204,leaf,167.6,76.273,4.416,17.271,2.64
2014_34,204,leaf,157.4,69.119,3.14,22.01,2
2014_44,204,leaf,160.7,72.108,4.028,17.901,2.506
2014_11,204,leaf,178.6038773,78.854,4.04,19.518,2.26
2014_23,204,leaf,183.4,82.229,4.133,19.898,2.25
2014_38,204,leaf,168,75.881,4.54,16.715,2.7
2014_48,204,leaf,179.4,80.833,4.285,18.866,2.389
2014_18,204,leaf,173.6,77.668,4.379,17.737,2.52
2014_28,204,leaf,194.3,86.559,4.459,19.412,2.3
2014_37,204,leaf,170,77.096,4.372,17.632,2.57
2014_46,204,leaf,180.3,79.291,3.891,20.38,2.158
2014_13,214,leaf,178.6,81.46,5.16,15.79,2.89
2014_24,214,leaf,156.3,70.23,3.53,19.92,2.26
2014_34,214,leaf,146.2,64.59,2.81,23.01,1.92
2014_44,214,leaf,149.7,65.71,3.26,20.17,2.18
2014_11,214,leaf,161.1,72.47,4.05,17.9,2.51
2014_23,214,leaf,190.3,85.63,4.81,17.79,2.53
2014_38,214,leaf,178,78.9,4.7,16.79,2.64
2014_48,214,leaf,165.6,72.85,3.5,20.8,2.12
2014_18,214,leaf,164.4,74.58,4.46,16.73,2.71
2014_28,214,leaf,190.7,81.89,4.01,20.43,2.1
2014_37,214,leaf,175.8,79.27,4.49,17.65,2.55
2014_46,214,leaf,144.3,64.29,3.31,19.42,2.29
2014_13,229,leaf,149.0746583,67.76933966,3.31989264,20.41311181,2.227
2014_24,229,leaf,121.7988045,54.52932477,2.109555294,25.84872979,1.732
2014_34,229,leaf,136.0529405,61.44150792,2.334668459,26.31701632,1.716
2014_44,229,leaf,131.7161224,58.65318931,2.563195742,22.88283659,1.946
2014_11,229,leaf,129.7,57.95977335,1.986451292,29.17754569,1.532
2014_23,229,leaf,159.411758,72.24540872,3.558070438,20.3046595,2.232
2014_38,229,leaf,149.252131,68.53657856,3.335785128,20.5458613,2.235
2014_48,229,leaf,173.4222121,78.14404879,2.757413173,28.33962264,1.59
2014_18,229,leaf,147.6661401,66.58266259,2.529520981,26.32224168,1.713
2014_28,229,leaf,138.592504,62.40820456,2.630485726,23.72497366,1.898
2014_37,229,leaf,139.5249222,62.73040502,3.168610983,19.79744606,2.271
2014_46,229,leaf,145.8914129,64.67366335,2.343016092,27.60273973,1.606
2019_13,251,leaf,120.9,54.24783,1.335945,40.60633484,1.105
2019_24,251,leaf,132.9,58.86141,1.662579,35.40367706,1.251
2019_34,251,leaf,139.1,61.98296,1.2446668,49.79883773,0.8948
2019_44,251,leaf,142.1,62.32506,1.683885,37.01265823,1.185
2019_11,251,leaf,140.2,61.58986,1.536592,40.08211679,1.096
2019_23,251,leaf,136.6,61.48366,1.766238,34.81051817,1.293
2019_38,251,leaf,147.6,65.41632,2.126916,30.75641915,1.441
2019_48,251,leaf,139.1,60.81452,1.1900005,51.10461718,0.8555
2019_18,251,leaf,141.5,62.47225,1.63574,38.19204152,1.156
2019_28,251,leaf,158,69.0618,2.7302399999999998,25.29513889,1.728
2019_37,251,leaf,144.8,65.50752,2.282048,28.70558376,1.576
2019_46,251,leaf,146.4,64.50384,1.444968,44.64032421,0.987
2019_13,265,leaf,168.4,73.10244,1.6072096,45.48407376,0.9544
2019_24,265,leaf,175.3,76.93917,1.889734,40.71428571,1.078
2019_34,265,leaf,176.5,78.0483,1.325868,58.8658147,0.7512
2019_44,265,leaf,155.9,NA,NA,NA,NA
2019_11,265,leaf,164.9,70.907,1.693523,41.86952288,1.027
2019_23,265,leaf,196.7,87.64952,2.387938,36.70510708,1.214
2019_38,265,leaf,166.3,73.25515,1.815996,40.33882784,1.092
2019_48,265,leaf,163.9,61.92142,1.729145,35.81042654,1.055
2019_18,265,leaf,181.4,84.47798,1.1616856,72.72017489,0.6404
2019_28,265,leaf,192.3,84.40047,2.622972,32.17741935,1.364
2019_37,265,leaf,178.7,78.4493,2.517883,31.15684883,1.409
2019_46,265,leaf,175.5,NA,NA,NA,NA
2014_13,140,stalk,NA,NA,NA,NA,NA
2014_24,140,stalk,NA,NA,NA,NA,NA
2014_34,140,stalk,NA,NA,NA,NA,NA
2014_44,140,stalk,NA,NA,NA,NA,NA
2014_11,140,stalk,NA,NA,NA,NA,NA
2014_23,140,stalk,NA,NA,NA,NA,NA
2014_38,140,stalk,NA,NA,NA,NA,NA
2014_48,140,stalk,NA,NA,NA,NA,NA
2014_18,140,stalk,NA,NA,NA,NA,NA
2014_28,140,stalk,NA,NA,NA,NA,NA
2014_37,140,stalk,NA,NA,NA,NA,NA
2014_46,140,stalk,NA,NA,NA,NA,NA
2014_13,150,stalk,NA,NA,NA,NA,NA
2014_24,150,stalk,NA,NA,NA,NA,NA
2014_34,150,stalk,NA,NA,NA,NA,NA
2014_44,150,stalk,NA,NA,NA,NA,NA
2014_11,150,stalk,NA,NA,NA,NA,NA
2014_23,150,stalk,NA,NA,NA,NA,NA
2014_38,150,stalk,NA,NA,NA,NA,NA
2014_48,150,stalk,NA,NA,NA,NA,NA
2014_18,150,stalk,NA,NA,NA,NA,NA
2014_28,150,stalk,NA,NA,NA,NA,NA
2014_37,150,stalk,NA,NA,NA,NA,NA
2014_46,150,stalk,NA,NA,NA,NA,NA
2014_13,169,stalk,27.7,12.066,0.817,14.761,2.951
2014_24,169,stalk,22.2,9.335,0.717,13.019,3.23
2014_34,169,stalk,23.8,10.165,0.654,15.542,2.748
2014_44,169,stalk,27.6,11.755,0.687,17.111,2.489
2014_11,169,stalk,20.7,9.799,0.561,17.475,2.709
2014_23,169,stalk,35.5,14.402,1.023,14.077,2.882
2014_38,169,stalk,29.1,12.149,0.845,14.372,2.905
2014_48,169,stalk,21.9,9.251,0.577,16.036,2.634
2014_18,169,stalk,23.4,9.961,0.666,14.947,2.848
2014_28,169,stalk,33.3,13.909,0.896,15.528,2.69
2014_37,169,stalk,25.6,10.621,0.692,15.344,2.704
2014_46,169,stalk,24.4,10.399,0.678,15.331,2.78
2014_13,177,stalk,82.8,36.622,1.967,18.623,2.38
2014_24,177,stalk,100.9,43.801,2.33,18.8,2.31
2014_34,177,stalk,93.4,39.676,1.988,19.953,2.13
2014_44,177,stalk,97.3,42.277,1.953,21.649,2.01
2014_11,177,stalk,118.3,50.692,2.187,23.175,1.85
2014_23,177,stalk,100.4,42.278,2.008,21.055,2
2014_38,177,stalk,115.1,49.125,2.236,21.966,1.94
2014_48,177,stalk,95.6,40.687,1.751,23.231,1.83
2014_18,177,stalk,107.7,46.257,2.097,22.06,1.95
2014_28,177,stalk,122,52.582,2.288,22.987,1.88
2014_37,177,stalk,115.6,48.818,2.722,17.932,2.36
2014_46,177,stalk,108.7,46.165,2.251,20.507,2.07
2014_13,192,stalk,245.387729,102.965,6.758,15.236,2.75
2014_24,192,stalk,255.5262348,107.091,8.251,12.979,3.23
2014_34,192,stalk,237.3128129,97.725,6.118,15.974,2.58
2014_44,192,stalk,300.5663225,124.224,7.397,16.794,2.46
2014_11,192,stalk,256.1542838,105.766,5.81,18.205,2.27
2014_23,192,stalk,311.4225987,121.455,8.726,13.919,2.8
2014_38,192,stalk,273.201329,109.581,7.573,14.47,2.77
2014_48,192,stalk,255.88512,104.171,6.459,16.129,2.52
2014_18,192,stalk,273.2910503,111.393,7.149,15.581,2.62
2014_28,192,stalk,303.2579612,122.001,7.93,15.384,2.62
2014_37,192,stalk,271.8555096,107.872,7.231,14.917,2.66
2014_46,192,stalk,258.0384309,106.08,6.941,15.283,2.69
2014_13,204,stalk,392.2,179.15,2.298,77.952,0.59
2014_24,204,stalk,391.1,182.751,1.826,100.064,0.47
2014_34,204,stalk,365.6,167.428,1.663,100.704,0.45
2014_44,204,stalk,400.5,183.106,1.92,95.389,0.4793
2014_11,204,stalk,393.3,178.736,2.72,65.712,0.69
2014_23,204,stalk,416.1,189.161,2.924,64.684,0.7
2014_38,204,stalk,369.4,167.571,2.645,63.361,0.72
2014_48,204,stalk,413.7,188.905,1.864,101.354,0.4505
2014_18,204,stalk,379.3,168.526,2.052,82.111,0.54
2014_28,204,stalk,446,205.439,2.839,72.364,0.64
2014_37,204,stalk,386.5,175.945,2.889,60.896,0.75
2014_46,204,stalk,426.2,191.255,1.452,131.699,0.3407
2014_13,214,stalk,418.1,188.88,2.26,83.69,0.54
2014_24,214,stalk,390.7,179.01,1.48,120.96,0.38
2014_34,214,stalk,389.6,176.17,1.19,147.87,0.31
2014_44,214,stalk,388.4,179.35,1.59,112.91,0.41
2014_11,214,stalk,392.5,181.07,1.44,125.35,0.37
2014_23,214,stalk,452.4,202.32,2.71,74.67,0.6
2014_38,214,stalk,442.4,202.89,2.31,87.75,0.5226
2014_48,214,stalk,396.1,182.07,1.25,145.86,0.3151
2014_18,214,stalk,400.1,181.35,2.04,89.11,0.5087
2014_28,214,stalk,456.3,209.44,2.82,74.33,0.6175
2014_37,214,stalk,420.7,190.93,2.88,66.24,0.69
2014_46,214,stalk,373.2,169.56,1.22,138.71,0.33
2014_13,229,stalk,326.3480451,155.1132259,1.401664854,110.6635623,0.4295
2014_24,229,stalk,291.4153105,138.5388386,0.934568901,148.2382289,0.3207
2014_34,229,stalk,328.5748306,155.0216051,1.199955281,129.1894852,0.3652
2014_44,229,stalk,288.27834,137.5664239,1.026847447,133.96968,0.3562
2014_11,229,stalk,306.888854,144.5753391,0.964551668,149.8886414,0.3143
2014_23,229,stalk,349.9057147,165.505403,1.666950825,99.28631402,0.4764
2014_38,229,stalk,305.9145154,144.4834256,1.926343704,75.00397014,0.6297
2014_48,229,stalk,393.9097447,186.4768731,1.190789158,156.5994046,0.3023
2014_18,229,stalk,342.2446044,160.9918619,1.130776173,142.3728814,0.3304
2014_28,229,stalk,299.2571748,140.4114664,1.350248373,103.9893617,0.4512
2014_37,229,stalk,308.9541316,145.517396,1.730761045,84.07711532,0.5602
2014_46,229,stalk,340.0049882,161.2643659,1.057755518,152.4590164,0.3111
2019_13,251,stalk,269.8,131.63542,1.0182252,129.2792793,0.3774
2019_24,251,stalk,293.7,141.21096,0.9565809,147.6205097,0.3257
2019_34,251,stalk,322.1,154.64021,0.9286143,166.5279223,0.2883
2019_44,251,stalk,337.2,159.90024,1.2739416,125.5161461,0.3778
2019_11,251,stalk,285.9,137.54649,0.8622744,159.5159151,0.3016
2019_23,251,stalk,296.3,141.77955,0.9520119,148.9262372,0.3213
2019_38,251,stalk,314.6,148.61704,1.6006848,92.84591195,0.5088
2019_48,251,stalk,312.7,150.56505,0.806766,186.627907,0.258
2019_18,251,stalk,217.1,95.3069,0.54275,175.6,0.25
2019_28,251,stalk,330.8,157.56004,1.33147,118.3354037,0.4025
2019_37,251,stalk,294.2,140.15688,1.4954186,93.72417863,0.5083
2019_46,251,stalk,341.8,163.2095,0.8206618,198.8754686,0.2401
2019_13,265,stalk,344.3,164.81641,1.1124333,148.1584649,0.3231
2019_24,265,stalk,328.5,157.9428,0.9102735,173.5113677,0.2771
2019_34,265,stalk,379.8,175.92336,1.1443374,153.7338201,0.3013
2019_44,265,stalk,311.8,149.78872,0.7947782,188.4660651,0.2549
2019_11,265,stalk,329.3,157.76763,0.9994255,157.8583196,0.3035
2019_23,265,stalk,378.9,180.50796,1.5803919,114.2172141,0.4171
2019_38,265,stalk,342.3,164.26977,1.0310076,159.3293493,0.3012
2019_48,265,stalk,319.6,153.15232,0.813382,188.2907662,0.2545
2019_18,265,stalk,370.2,174.95652,1.9035684,91.90976274,0.5142
2019_28,265,stalk,401.3,190.73789,1.9322595,98.71235722,0.4815
2019_37,265,stalk,395.1,187.47495,2.3176566,80.88987385,0.5866
2019_46,265,stalk,358.4,171.78112,0.9805824,175.1827485,0.2736
2014_13,140,cobtassle,NA,NA,NA,NA,NA
2014_24,140,cobtassle,NA,NA,NA,NA,NA
2014_34,140,cobtassle,NA,NA,NA,NA,NA
2014_44,140,cobtassle,NA,NA,NA,NA,NA
2014_11,140,cobtassle,NA,NA,NA,NA,NA
2014_23,140,cobtassle,NA,NA,NA,NA,NA
2014_38,140,cobtassle,NA,NA,NA,NA,NA
2014_48,140,cobtassle,NA,NA,NA,NA,NA
2014_18,140,cobtassle,NA,NA,NA,NA,NA
2014_28,140,cobtassle,NA,NA,NA,NA,NA
2014_37,140,cobtassle,NA,NA,NA,NA,NA
2014_46,140,cobtassle,NA,NA,NA,NA,NA
2014_13,150,cobtassle,NA,NA,NA,NA,NA
2014_24,150,cobtassle,NA,NA,NA,NA,NA
2014_34,150,cobtassle,NA,NA,NA,NA,NA
2014_44,150,cobtassle,NA,NA,NA,NA,NA
2014_11,150,cobtassle,NA,NA,NA,NA,NA
2014_23,150,cobtassle,NA,NA,NA,NA,NA
2014_38,150,cobtassle,NA,NA,NA,NA,NA
2014_48,150,cobtassle,NA,NA,NA,NA,NA
2014_18,150,cobtassle,NA,NA,NA,NA,NA
2014_28,150,cobtassle,NA,NA,NA,NA,NA
2014_37,150,cobtassle,NA,NA,NA,NA,NA
2014_46,150,cobtassle,NA,NA,NA,NA,NA
2014_13,169,cobtassle,NA,NA,NA,NA,NA
2014_24,169,cobtassle,NA,NA,NA,NA,NA
2014_34,169,cobtassle,NA,NA,NA,NA,NA
2014_44,169,cobtassle,NA,NA,NA,NA,NA
2014_11,169,cobtassle,NA,NA,NA,NA,NA
2014_23,169,cobtassle,NA,NA,NA,NA,NA
2014_38,169,cobtassle,NA,NA,NA,NA,NA
2014_48,169,cobtassle,NA,NA,NA,NA,NA
2014_18,169,cobtassle,NA,NA,NA,NA,NA
2014_28,169,cobtassle,NA,NA,NA,NA,NA
2014_37,169,cobtassle,NA,NA,NA,NA,NA
2014_46,169,cobtassle,NA,NA,NA,NA,NA
2014_13,177,cobtassle,NA,NA,NA,NA,NA
2014_24,177,cobtassle,NA,NA,NA,NA,NA
2014_34,177,cobtassle,NA,NA,NA,NA,NA
2014_44,177,cobtassle,NA,NA,NA,NA,NA
2014_11,177,cobtassle,NA,NA,NA,NA,NA
2014_23,177,cobtassle,NA,NA,NA,NA,NA
2014_38,177,cobtassle,NA,NA,NA,NA,NA
2014_48,177,cobtassle,NA,NA,NA,NA,NA
2014_18,177,cobtassle,NA,NA,NA,NA,NA
2014_28,177,cobtassle,NA,NA,NA,NA,NA
2014_37,177,cobtassle,NA,NA,NA,NA,NA
2014_46,177,cobtassle,NA,NA,NA,NA,NA
2014_13,192,cobtassle,NA,13.52,0.752,17.978,2.6
2014_24,192,cobtassle,NA,12.022,0.665,18.09,2.53
2014_34,192,cobtassle,NA,NA,NA,NA,NA
2014_44,192,cobtassle,NA,11.912,0.62,19.211,2.34
2014_11,192,cobtassle,NA,12.67,0.689,18.388,2.48
2014_23,192,cobtassle,NA,15.797,0.825,19.154,2.35
2014_38,192,cobtassle,NA,14.234,0.756,18.819,2.4
2014_48,192,cobtassle,NA,9.46,0.437,21.667,2.07
2014_18,192,cobtassle,NA,11.57,0.656,17.644,2.56
2014_28,192,cobtassle,NA,16.204,0.941,17.225,2.57
2014_37,192,cobtassle,NA,12.228,0.72,16.982,2.7
2014_46,192,cobtassle,NA,11.414,0.614,18.603,2.44
2014_13,204,cobtassle,NA,83.03,2.655,31.271,1.46
2014_24,204,cobtassle,NA,69.55,2.404,28.927,1.59
2014_34,204,cobtassle,NA,52.872,1.876,28.187,1.64
2014_44,204,cobtassle,NA,68.55,2.634,26.024,1.753
2014_11,204,cobtassle,NA,97.955,3.395,28.856,1.6
2014_23,204,cobtassle,NA,72.698,2.484,29.27,1.59
2014_38,204,cobtassle,NA,63.629,2.212,28.771,1.57
2014_48,204,cobtassle,NA,78.15,3.017,25.906,1.766
2014_18,204,cobtassle,NA,56.769,1.921,29.559,1.56
2014_28,204,cobtassle,NA,82.592,2.847,29.009,1.6
2014_37,204,cobtassle,NA,68.406,2.557,26.75,1.72
2014_46,204,cobtassle,NA,84.843,3.172,26.749,1.704
2014_13,214,cobtassle,NA,99.94,2.01,49.83,0.93
2014_24,214,cobtassle,NA,79.87,1.66,48.19,0.97
2014_34,214,cobtassle,NA,75.66,1.52,49.8,0.93
2014_44,214,cobtassle,NA,76.46,1.7,45.04,1.04
2014_11,214,cobtassle,NA,85.15,1.33,63.84,0.73
2014_23,214,cobtassle,NA,97.7,2.21,44.13,1.05
2014_38,214,cobtassle,NA,98.1,2.31,42.43,1.089
2014_48,214,cobtassle,NA,80.07,1.76,45.39,1.019
2014_18,214,cobtassle,NA,83.74,1.74,48.07,0.9685
2014_28,214,cobtassle,NA,93.93,1.79,52.41,0.8886
2014_37,214,cobtassle,NA,94.75,2.05,46.3,0.99
2014_46,214,cobtassle,NA,71.93,1.35,53.39,0.87
2014_13,229,cobtassle,NA,80.40666578,0.99328942,80.9498865,0.5727
2014_24,229,cobtassle,NA,60.66803088,0.63503715,95.53461696,0.4882
2014_34,229,cobtassle,NA,68.65317841,0.697638316,98.40798132,0.4711
2014_44,229,cobtassle,NA,67.90726451,0.543433511,124.9596557,0.3718
2014_11,229,cobtassle,NA,64.80844053,0.667727548,97.05820989,0.4793
2014_23,229,cobtassle,NA,74.96359883,0.601646938,124.5973246,0.3663
2014_38,229,cobtassle,NA,71.30306823,0.891017738,80.02429712,0.5762
2014_48,229,cobtassle,NA,82.68543445,0.878499692,94.1211878,0.4984
2014_18,229,cobtassle,NA,66.20600902,0.590478257,112.1226874,0.4108
2014_28,229,cobtassle,NA,62.1021492,0.426977595,145.4459203,0.3162
2014_37,229,cobtassle,NA,69.43909363,0.873285378,79.51477875,0.5853
2014_46,229,cobtassle,NA,72.9565274,0.821832889,88.77294686,0.5175
2019_13,251,cobtassle,NA,62.41162,0.5725582,109.0048488,0.4331
2019_24,251,cobtassle,NA,70.387200000000007,0.5039904,139.659803,0.3351
2019_34,251,cobtassle,NA,65.39412,0.7426983,88.04937348,0.5347
2019_44,251,cobtassle,NA,70.19864,1.1364928,61.76778243,0.7648
2019_11,251,cobtassle,NA,69.3546,1.000041,69.35175658,0.6803
2019_23,251,cobtassle,NA,66.37765,0.878149,75.58814051,0.6206
2019_38,251,cobtassle,NA,74.29279,0.6148857,120.8237401,0.3909
2019_48,251,cobtassle,NA,67.00176,0.7662648,87.43943347,0.5366
2019_18,251,cobtassle,NA,67.99776,1.0038184000000001,67.739105,0.6838
2019_28,251,cobtassle,NA,71.71032,1.023132,70.08902077,0.674
2019_37,251,cobtassle,NA,76.09728,0.6888336,110.4726599,0.4316
2019_46,251,cobtassle,NA,77.63492,0.872321,88.99810964,0.529
2019_13,265,cobtassle,NA,85.234,0.765,111.452,0.427
2019_24,265,cobtassle,NA,78.809,0.745,105.825,0.445
2019_34,265,cobtassle,NA,86.519,0.894,96.77,0.489
2019_44,265,cobtassle,NA,79.508,0.683,116.457,0.406
2019_11,265,cobtassle,NA,83.362,0.659,126.467,0.37
